Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00630,Glyoxylate and dicarboxylate metabolism,0.6138831429585677,['CYME_CMQ191C'],0 1449 42 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 42 23
cme00650,Butanoate metabolism,1.0,[],-1 1449 42 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 42 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 42 11
cme00710,Carbon fixation in photosynthetic organisms,0.5645944574736332,['CYME_CMJ250C'],0 1449 42 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 42 12
cme00740,Riboflavin metabolism,0.21013239467206316,['CYME_CML247C'],0 1449 42 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 42 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 42 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 42 12
cme00780,Biotin metabolism,1.0,[],-1 1449 42 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 42 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 42 15
cme00860,Porphyrin and chlorophyll metabolism,1.0,[],-1 1449 42 27
cme00900,Terpenoid backbone biosynthesis,0.44690632109781026,['CYME_CMS444C'],0 1449 42 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 42 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,0.05715029225707367,['CYME_CMG178C'],0 1449 42 2
cme00910,Nitrogen metabolism,0.21013239467206316,['CYME_CMG019C'],0 1449 42 8
cme00920,Sulfur metabolism,0.3581406844627239,['CYME_CMG021C'],0 1449 42 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 42 12
cme00950,Isoquinoline alkaloid biosynthesis,0.16204687857076666,['CYME_CMT003C'],0 1449 42 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",0.18643636651233111,['CYME_CMT003C'],0 1449 42 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 42 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 42 7
cme01100,Metabolic pathways,0.1616708035177764,"['CYME_CMQ309C', 'CYME_CMQ165C', 'CYME_CMO226C', 'CYME_CMO066C', 'CYME_CMO318C', 'CYME_CMQ191C', 'CYME_CMT003C', 'CYME_CML265C', 'CYME_CML247C', 'CYME_CMT636C', 'CYME_CMG064C', 'CYME_CMS444C', 'CYME_CMQ199C', 'CYME_CMQ042C', 'CYME_CMM177C', 'CYME_CMS008C', 'CYME_CMR012C', 'CYME_CMQ359C', 'CYME_CMG021C', 'CYME_CMR015C', 'CYME_CMT034C', 'CYME_CMG178C', 'CYME_CMG019C', 'CYME_CMJ250C']",23 1449 42 702
cme01110,Biosynthesis of secondary metabolites,0.864222097233198,"['CYME_CMQ191C', 'CYME_CMT003C', 'CYME_CML247C', 'CYME_CMS444C', 'CYME_CMM177C', 'CYME_CMQ359C', 'CYME_CMG178C', 'CYME_CMJ250C']",7 1449 42 363
cme01200,Carbon metabolism,0.6310800815210826,"['CYME_CMQ191C', 'CYME_CMT034C', 'CYME_CMJ250C']",2 1449 42 110
cme01210,2-Oxocarboxylic acid metabolism,0.5513429844399365,['CYME_CMQ191C'],0 1449 42 27
cme01212,Fatty acid metabolism,1.0,[],-1 1449 42 26
cme01230,Biosynthesis of amino acids,0.8425359287016815,"['CYME_CMQ191C', 'CYME_CMJ250C']",1 1449 42 110
cme01240,Biosynthesis of cofactors,0.8991833167285312,"['CYME_CML247C', 'CYME_CMQ359C']",1 1449 42 128
