Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00310,Lysine degradation,1.0,[],-1 1449 14 9
cme00330,Arginine and proline metabolism,0.14457325824707012,['CYME_CMM177C'],0 1449 14 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 14 2
cme00340,Histidine metabolism,1.0,[],-1 1449 14 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 14 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 14 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 14 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0,[],-1 1449 14 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 14 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 14 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 14 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 14 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 14 6
cme00472,D-Arginine and D-ornithine metabolism,0.11037257144693449,['CYME_CMM177C'],0 1449 14 12
cme00480,Glutathione metabolism,1.0,[],-1 1449 14 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 14 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 14 23
cme00511,Other glycan degradation,1.0,[],-1 1449 14 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 14 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 14 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 14 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 14 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 14 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 14 19
cme00562,Inositol phosphate metabolism,0.14457325824707012,['CYME_CMD080C'],0 1449 14 16
cme00564,Glycerophospholipid metabolism,0.24747853935830497,['CYME_CMS008C'],0 1449 14 29
cme00565,Ether lipid metabolism,0.06583623414370364,['CYME_CMS008C'],0 1449 14 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 14 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 14 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 14 10
cme00620,Pyruvate metabolism,1.0,[],-1 1449 14 42
cme00630,Glyoxylate and dicarboxylate metabolism,1.0,[],-1 1449 14 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 14 23
cme00650,Butanoate metabolism,1.0,[],-1 1449 14 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 14 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 14 11
cme00710,Carbon fixation in photosynthetic organisms,1.0,[],-1 1449 14 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 14 12
cme00740,Riboflavin metabolism,0.07490578526848787,['CYME_CML247C'],0 1449 14 8
cme00750,Vitamin B6 metabolism,0.06583623414370364,['CYME_CMM155C'],0 1449 14 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 14 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 14 12
cme00780,Biotin metabolism,1.0,[],-1 1449 14 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 14 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 14 15
cme00860,Porphyrin and chlorophyll metabolism,1.0,[],-1 1449 14 27
cme00900,Terpenoid backbone biosynthesis,0.01491826274146958,"['CYME_CMG148C', 'CYME_CMS444C']",1 1449 14 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 14 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 14 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 14 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 14 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 14 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 14 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 14 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 14 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 14 7
cme01100,Metabolic pathways,0.5588928528376238,"['CYME_CML247C', 'CYME_CMG148C', 'CYME_CMS444C', 'CYME_CMM177C', 'CYME_CMD080C', 'CYME_CMS008C', 'CYME_CMM155C']",6 1449 14 702
cme01110,Biosynthesis of secondary metabolites,0.48079617765511135,"['CYME_CML247C', 'CYME_CMG148C', 'CYME_CMS444C', 'CYME_CMM177C']",3 1449 14 363
cme01200,Carbon metabolism,1.0,[],-1 1449 14 110
cme01210,2-Oxocarboxylic acid metabolism,1.0,[],-1 1449 14 27
cme01212,Fatty acid metabolism,1.0,[],-1 1449 14 26
cme01230,Biosynthesis of amino acids,1.0,[],-1 1449 14 110
cme01240,Biosynthesis of cofactors,0.35467890563888155,"['CYME_CML247C', 'CYME_CMM155C']",1 1449 14 128
