Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00010,Glycolysis / Gluconeogenesis,0.000767471463389161,"['CYME_CMH052C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMM196C']",3 1449 14 47
cme00020,Citrate cycle (TCA cycle),0.23243385360927518,['CYME_CMT611C'],0 1449 14 27
cme00030,Pentose phosphate pathway,0.03858773616302669,"['CYME_CMH052C', 'CYME_CMM196C']",1 1449 14 33
cme00040,Pentose and glucuronate interconversions,1.0,[],-1 1449 14 10
cme00051,Fructose and mannose metabolism,0.008475356248308377,"['CYME_CMH052C', 'CYME_CMM196C']",1 1449 14 15
cme00052,Galactose metabolism,0.10162623436869794,['CYME_CMM196C'],0 1449 14 11
cme00053,Ascorbate and aldarate metabolism,1.0,[],-1 1449 14 11
cme00061,Fatty acid biosynthesis,1.0,[],-1 1449 14 15
cme00062,Fatty acid elongation,1.0,[],-1 1449 14 7
cme00071,Fatty acid degradation,1.0,[],-1 1449 14 11
cme00072,Synthesis and degradation of ketone bodies,1.0,[],-1 1449 14 4
cme00100,Steroid biosynthesis,0.10162623436869794,['CYME_CMG178C'],0 1449 14 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,1.0,[],-1 1449 14 13
cme00190,Oxidative phosphorylation,1.0,[],-1 1449 14 67
cme00195,Photosynthesis,1.0,[],-1 1449 14 50
cme00196,Photosynthesis - antenna proteins,1.0,[],-1 1449 14 8
cme00220,Arginine biosynthesis,1.0,[],-1 1449 14 14
cme00230,Purine metabolism,0.0787080867631665,"['CYME_CMT384C', 'CYME_CML050C']",1 1449 14 49
cme00240,Pyrimidine metabolism,0.2248072205011418,['CYME_CML050C'],0 1449 14 26
cme00250,"Alanine, aspartate and glutamate metabolism",1.0,[],-1 1449 14 21
cme00260,"Glycine, serine and threonine metabolism",1.0,[],-1 1449 14 31
cme00261,Monobactam biosynthesis,1.0,[],-1 1449 14 7
cme00270,Cysteine and methionine metabolism,0.32544510236615204,['CYME_CMT611C'],0 1449 14 40
cme00280,"Valine, leucine and isoleucine degradation",1.0,[],-1 1449 14 22
cme00290,"Valine, leucine and isoleucine biosynthesis",1.0,[],-1 1449 14 11
cme00300,Lysine biosynthesis,1.0,[],-1 1449 14 8
cme00310,Lysine degradation,1.0,[],-1 1449 14 9
cme00330,Arginine and proline metabolism,1.0,[],-1 1449 14 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 14 2
cme00340,Histidine metabolism,1.0,[],-1 1449 14 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 14 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 14 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 14 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0,[],-1 1449 14 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 14 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 14 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 14 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 14 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 14 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 14 12
cme00480,Glutathione metabolism,0.23999076363029329,['CYME_CML050C'],0 1449 14 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 14 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 14 23
cme00511,Other glycan degradation,1.0,[],-1 1449 14 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 14 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 14 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 14 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 14 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 14 9
cme00561,Glycerolipid metabolism,0.16941811068448984,['CYME_CMR015C'],0 1449 14 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 14 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 14 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 14 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 14 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 14 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 14 10
cme00620,Pyruvate metabolism,0.3387881422854092,['CYME_CMT611C'],0 1449 14 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.26953288050574475,['CYME_CMT611C'],0 1449 14 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 14 23
cme00650,Butanoate metabolism,1.0,[],-1 1449 14 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 14 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 14 11
cme00710,Carbon fixation in photosynthetic organisms,0.0020419559799688632,"['CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C']",2 1449 14 28
cme00730,Thiamine metabolism,0.11037257144693449,['CYME_CMT384C'],0 1449 14 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 14 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 14 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 14 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 14 12
cme00780,Biotin metabolism,1.0,[],-1 1449 14 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 14 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 14 15
cme00860,Porphyrin and chlorophyll metabolism,1.0,[],-1 1449 14 27
cme00900,Terpenoid backbone biosynthesis,1.0,[],-1 1449 14 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 14 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,0.019236928497076068,['CYME_CMG178C'],0 1449 14 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 14 8
cme00920,Sulfur metabolism,0.13613947346985777,['CYME_CMG021C'],0 1449 14 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 14 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 14 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 14 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 14 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 14 7
cme01100,Metabolic pathways,0.07127272920411536,"['CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMG178C', 'CYME_CML050C', 'CYME_CMM167C', 'CYME_CMG021C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMR015C', 'CYME_CMM196C']",9 1449 14 702
cme01110,Biosynthesis of secondary metabolites,0.0379300497227012,"['CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMG178C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMM196C']",6 1449 14 363
cme01200,Carbon metabolism,0.01735977449226057,"['CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMM196C']",3 1449 14 110
cme01210,2-Oxocarboxylic acid metabolism,1.0,[],-1 1449 14 27
cme01212,Fatty acid metabolism,1.0,[],-1 1449 14 26
cme01230,Biosynthesis of amino acids,0.08380247273189814,"['CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMM196C']",2 1449 14 110
cme01240,Biosynthesis of cofactors,0.7277161317976284,['CYME_CMT384C'],0 1449 14 128
