Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 6 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 6 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 6 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 6 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 6 7
cme01100,Metabolic pathways,0.3147430473631805,"['CYME_CMK098C', 'CYME_CMP285C', 'CYME_CMM066C', 'CYME_CMT459C']",3 1449 6 702
cme01110,Biosynthesis of secondary metabolites,0.4674993873602475,"['CYME_CMK098C', 'CYME_CMP285C']",1 1449 6 363
cme01200,Carbon metabolism,0.07002309426098738,"['CYME_CMK098C', 'CYME_CMM066C']",1 1449 6 110
cme01210,2-Oxocarboxylic acid metabolism,0.10689672171420109,['CYME_CMM066C'],0 1449 6 27
cme01212,Fatty acid metabolism,0.1031150564568756,['CYME_CMT459C'],0 1449 6 26
cme01230,Biosynthesis of amino acids,0.3778389206335083,['CYME_CMM066C'],0 1449 6 110
cme01240,Biosynthesis of cofactors,0.426451950553619,['CYME_CMP285C'],0 1449 6 128
