Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme04145,Phagosome,0.007652448255081886,"['CYME_CMI213C', 'CYME_CMH183C', 'CYME_CMT504C', 'CYME_CMN263C']",3 1449 54 22
cme04146,Peroxisome,1.0,[],-1 1449 54 30
cme04712,Circadian rhythm - plant,1.0,[],-1 1449 54 6
cme00010,Glycolysis / Gluconeogenesis,0.02774116035075933,"['CYME_CMC021C', 'CYME_CMH052C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMM196C']",4 1449 54 47
cme00020,Citrate cycle (TCA cycle),0.6447504463635101,['CYME_CMT611C'],0 1449 54 27
cme00030,Pentose phosphate pathway,0.12167026612977398,"['CYME_CMR014C', 'CYME_CMH052C', 'CYME_CMM196C']",2 1449 54 33
cme00040,Pentose and glucuronate interconversions,0.31682212924995207,['CYME_CMS159C'],0 1449 54 10
cme00051,Fructose and mannose metabolism,0.10502796435308369,"['CYME_CMH052C', 'CYME_CMM196C']",1 1449 54 15
cme00052,Galactose metabolism,0.060452393179361,"['CYME_CMS159C', 'CYME_CMM196C']",1 1449 54 11
cme00053,Ascorbate and aldarate metabolism,1.0,[],-1 1449 54 11
cme00061,Fatty acid biosynthesis,1.0,[],-1 1449 54 15
cme00062,Fatty acid elongation,0.2338807651921217,['CYME_CML178C'],0 1449 54 7
cme00071,Fatty acid degradation,1.0,[],-1 1449 54 11
cme00072,Synthesis and degradation of ketone bodies,1.0,[],-1 1449 54 4
cme00100,Steroid biosynthesis,0.006533361386639014,"['CYME_CMS319C', 'CYME_CMM277C', 'CYME_CMG178C']",2 1449 54 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,1.0,[],-1 1449 54 13
cme00190,Oxidative phosphorylation,0.9261401024346,['CYME_CMM026C'],0 1449 54 67
cme00195,Photosynthesis,1.0,[],-1 1449 54 50
cme00196,Photosynthesis - antenna proteins,1.0,[],-1 1449 54 8
cme00220,Arginine biosynthesis,0.41383620668503607,['CYME_CMQ064C'],0 1449 54 14
cme00230,Purine metabolism,0.27441595401106633,"['CYME_CMC021C', 'CYME_CMT384C', 'CYME_CML050C']",2 1449 54 49
cme00240,Pyrimidine metabolism,0.25231118749165743,"['CYME_CML265C', 'CYME_CML050C']",1 1449 54 26
cme00250,"Alanine, aspartate and glutamate metabolism",1.0,[],-1 1449 54 21
cme00260,"Glycine, serine and threonine metabolism",0.6957664609812294,['CYME_CMC149C'],0 1449 54 31
cme00261,Monobactam biosynthesis,1.0,[],-1 1449 54 7
cme00270,Cysteine and methionine metabolism,0.4443501150890707,"['CYME_CMC149C', 'CYME_CMT611C']",1 1449 54 40
cme00280,"Valine, leucine and isoleucine degradation",1.0,[],-1 1449 54 22
cme00290,"Valine, leucine and isoleucine biosynthesis",1.0,[],-1 1449 54 11
cme00300,Lysine biosynthesis,1.0,[],-1 1449 54 8
cme00310,Lysine degradation,1.0,[],-1 1449 54 9
cme00330,Arginine and proline metabolism,1.0,[],-1 1449 54 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 54 2
cme00340,Histidine metabolism,1.0,[],-1 1449 54 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 54 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 54 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 54 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.21028862309930144,"['CYME_CMN228C', 'CYME_CMT165C']",1 1449 54 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 54 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 54 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 54 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 54 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 54 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 54 12
cme00480,Glutathione metabolism,0.08308687944427674,"['CYME_CMR014C', 'CYME_CMS309C', 'CYME_CML050C']",2 1449 54 28
cme00500,Starch and sucrose metabolism,0.6010652899299166,['CYME_CMS159C'],0 1449 54 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 54 23
cme00511,Other glycan degradation,1.0,[],-1 1449 54 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 54 15
cme00514,Other types of O-glycan biosynthesis,0.2040964320895313,['CYME_CMR221C'],0 1449 54 6
cme00515,Mannose type O-glycan biosynthesis,0.2040964320895313,['CYME_CMR221C'],0 1449 54 6
cme00520,Amino sugar and nucleotide sugar metabolism,0.7073522233974617,['CYME_CMS159C'],0 1449 54 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 54 9
cme00561,Glycerolipid metabolism,0.5162630260755703,['CYME_CMR015C'],0 1449 54 19
cme00562,Inositol phosphate metabolism,0.1172566230822732,"['CYME_CMF086C', 'CYME_CMR036C']",1 1449 54 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 54 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 54 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 54 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 54 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 54 10
cme00620,Pyruvate metabolism,0.46986540595023296,"['CYME_CMC021C', 'CYME_CMT611C']",1 1449 54 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.7073522233974617,['CYME_CMT611C'],0 1449 54 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 54 23
cme00650,Butanoate metabolism,1.0,[],-1 1449 54 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 54 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 54 11
cme00710,Carbon fixation in photosynthetic organisms,0.08308687944427674,"['CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C']",2 1449 54 28
cme00730,Thiamine metabolism,0.3671511810523339,['CYME_CMT384C'],0 1449 54 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 54 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 54 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 54 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 54 12
cme00780,Biotin metabolism,1.0,[],-1 1449 54 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 54 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 54 15
cme00860,Porphyrin and chlorophyll metabolism,1.0,[],-1 1449 54 27
cme00900,Terpenoid backbone biosynthesis,1.0,[],-1 1449 54 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 54 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,0.07317010397716903,['CYME_CMG178C'],0 1449 54 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 54 8
cme00920,Sulfur metabolism,0.10502796435308369,"['CYME_CMR440C', 'CYME_CMG021C']",1 1449 54 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 54 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 54 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 54 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 54 3
cme01040,Biosynthesis of unsaturated fatty acids,0.025390433473377418,"['CYME_CMJ201C', 'CYME_CML178C']",1 1449 54 7
cme01100,Metabolic pathways,0.46210421438885096,"['CYME_CML265C', 'CYME_CMS319C', 'CYME_CMR014C', 'CYME_CMS159C', 'CYME_CMF086C', 'CYME_CMN228C', 'CYME_CMQ064C', 'CYME_CMR440C', 'CYME_CMC149C', 'CYME_CMJ201C', 'CYME_CMM277C', 'CYME_CMR036C', 'CYME_CMR221C', 'CYME_CMS309C', 'CYME_CML178C', 'CYME_CMC021C', 'CYME_CMT165C', 'CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMG178C', 'CYME_CML050C', 'CYME_CMM167C', 'CYME_CMG021C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMR015C', 'CYME_CMM196C']",26 1449 54 702
cme01110,Biosynthesis of secondary metabolites,0.05924937247041263,"['CYME_CMS319C', 'CYME_CMR014C', 'CYME_CMS159C', 'CYME_CMF086C', 'CYME_CMN228C', 'CYME_CMQ064C', 'CYME_CMC149C', 'CYME_CMM277C', 'CYME_CMR036C', 'CYME_CML178C', 'CYME_CMC021C', 'CYME_CMT165C', 'CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMG178C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMM196C']",18 1449 54 363
cme01200,Carbon metabolism,0.10890724435252311,"['CYME_CMR014C', 'CYME_CMC149C', 'CYME_CMC021C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMM196C']",6 1449 54 110
cme01210,2-Oxocarboxylic acid metabolism,0.6447504463635101,['CYME_CMQ064C'],0 1449 54 27
cme01212,Fatty acid metabolism,0.25231118749165743,"['CYME_CMJ201C', 'CYME_CML178C']",1 1449 54 26
cme01230,Biosynthesis of amino acids,0.04669118599916818,"['CYME_CMN228C', 'CYME_CMQ064C', 'CYME_CMC149C', 'CYME_CMC021C', 'CYME_CMT165C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMM196C']",7 1449 54 110
cme01240,Biosynthesis of cofactors,0.8715581415220575,"['CYME_CMS159C', 'CYME_CMC021C', 'CYME_CMT384C']",2 1449 54 128
