Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,1.0,[],-1 1449 30 13
cme00190,Oxidative phosphorylation,1.0,[],-1 1449 30 67
cme00195,Photosynthesis,0.00039273405882094616,"['CYME_CMI281C', 'CYME_CMI248C', 'CYME_CMI290C', 'CymeCp107', 'CYME_CMC133C', 'CYME_CMT182C']",5 1449 30 50
cme00196,Photosynthesis - antenna proteins,0.0004187549886286159,"['CYME_CMO250C', 'CYME_CMQ142C', 'CYME_CMP166C']",2 1449 30 8
cme00220,Arginine biosynthesis,0.25489776502675376,['CYME_CMM066C'],0 1449 30 14
cme00230,Purine metabolism,1.0,[],-1 1449 30 49
cme00240,Pyrimidine metabolism,1.0,[],-1 1449 30 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.35753317427096487,['CYME_CMM066C'],0 1449 30 21
cme00260,"Glycine, serine and threonine metabolism",1.0,[],-1 1449 30 31
cme00261,Monobactam biosynthesis,1.0,[],-1 1449 30 7
cme00270,Cysteine and methionine metabolism,1.0,[],-1 1449 30 40
cme00280,"Valine, leucine and isoleucine degradation",0.37103037649139825,['CYME_CMM189C'],0 1449 30 22
cme00290,"Valine, leucine and isoleucine biosynthesis",0.2062131733725401,['CYME_CMR121C'],0 1449 30 11
cme00300,Lysine biosynthesis,1.0,[],-1 1449 30 8
cme00310,Lysine degradation,1.0,[],-1 1449 30 9
cme00330,Arginine and proline metabolism,1.0,[],-1 1449 30 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 30 2
cme00340,Histidine metabolism,0.2062131733725401,['CYME_CMQ383C'],0 1449 30 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 30 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 30 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 30 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0,[],-1 1449 30 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 30 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 30 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 30 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 30 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 30 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 30 12
cme00480,Glutathione metabolism,1.0,[],-1 1449 30 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 30 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 30 23
cme00511,Other glycan degradation,1.0,[],-1 1449 30 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 30 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 30 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 30 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 30 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 30 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 30 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 30 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 30 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 30 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 30 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 30 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 30 10
cme00620,Pyruvate metabolism,0.5899611426939503,['CYME_CMK098C'],0 1449 30 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.4917720169679775,['CYME_CMK098C'],0 1449 30 32
cme00640,Propanoate metabolism,0.38425328378331164,['CYME_CMK098C'],0 1449 30 23
cme00650,Butanoate metabolism,0.18931210538134288,['CYME_CMM189C'],0 1449 30 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 30 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 30 11
cme00710,Carbon fixation in photosynthetic organisms,0.01850961751464917,"['CYME_CMI084C', 'CYME_CMI196C', 'CYME_CMM066C']",2 1449 30 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 30 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 30 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 30 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 30 14
cme00770,Pantothenate and CoA biosynthesis,0.222773399240929,['CYME_CMR121C'],0 1449 30 12
cme00780,Biotin metabolism,1.0,[],-1 1449 30 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 30 5
cme00790,Folate biosynthesis,0.2704748152355718,['CYME_CMF055C'],0 1449 30 15
cme00860,Porphyrin and chlorophyll metabolism,2.1179337451049543e-08,"['CYME_CME194C', 'CYME_CME132C', 'CYME_CMJ154C', 'CYME_CMD104C', 'CYME_CMO136C', 'CYME_CMG217C', 'CYME_CMO212C', 'CYME_CMP285C']",7 1449 30 27
cme00900,Terpenoid backbone biosynthesis,0.0625088389993001,"['CYME_CMJ154C', 'CYME_CMM189C']",1 1449 30 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 30 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 30 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 30 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 30 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 30 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 30 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 30 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 30 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 30 7
cme01100,Metabolic pathways,0.004639192038903326,"['CYME_CME194C', 'CYME_CMI084C', 'CYME_CME132C', 'CYME_CMJ154C', 'CYME_CMR121C', 'CYME_CMI281C', 'CYME_CMO250C', 'CYME_CMQ383C', 'CYME_CMD104C', 'CYME_CMF055C', 'CYME_CMQ142C', 'CYME_CMI196C', 'CYME_CMO136C', 'CYME_CMG217C', 'CYME_CMM189C', 'CYME_CMP166C', 'CYME_CMO212C', 'CymeCp107', 'CYME_CMK098C', 'CYME_CMP285C', 'CYME_CMM066C', 'CYME_CMT459C']",21 1449 30 702
cme01110,Biosynthesis of secondary metabolites,0.02080719875260215,"['CYME_CME194C', 'CYME_CMI084C', 'CYME_CME132C', 'CYME_CMJ154C', 'CYME_CMR121C', 'CYME_CMQ383C', 'CYME_CMD104C', 'CYME_CMO136C', 'CYME_CMG217C', 'CYME_CMM189C', 'CYME_CMO212C', 'CYME_CMK098C', 'CYME_CMP285C']",12 1449 30 363
cme01200,Carbon metabolism,0.18835348704770385,"['CYME_CMI084C', 'CYME_CMI196C', 'CYME_CMK098C', 'CYME_CMM066C']",3 1449 30 110
cme01210,2-Oxocarboxylic acid metabolism,0.10568663314211632,"['CYME_CMR121C', 'CYME_CMM066C']",1 1449 30 27
cme01212,Fatty acid metabolism,0.42232958645581586,['CYME_CMT459C'],0 1449 30 26
cme01230,Biosynthesis of amino acids,0.18835348704770385,"['CYME_CMI084C', 'CYME_CMR121C', 'CYME_CMQ383C', 'CYME_CMM066C']",3 1449 30 110
cme01240,Biosynthesis of cofactors,0.042750349602751536,"['CYME_CME194C', 'CYME_CME132C', 'CYME_CMD104C', 'CYME_CMF055C', 'CYME_CMO136C', 'CYME_CMP285C']",5 1449 30 128
