Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 66 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 66 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 66 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 66 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 66 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 66 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 66 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 66 10
cme00620,Pyruvate metabolism,0.5796512214823023,"['CYME_CMB034C', 'CYME_CMK098C']",1 1449 66 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.1756952023539333,"['CYME_CMF098C', 'CYME_CMM068C', 'CYME_CMK098C']",2 1449 66 32
cme00640,Propanoate metabolism,0.6606251056522293,['CYME_CMK098C'],0 1449 66 23
cme00650,Butanoate metabolism,0.3735428061126628,['CYME_CMM189C'],0 1449 66 10
cme00660,C5-Branched dibasic acid metabolism,0.1306024274209239,['CYME_CMO094C'],0 1449 66 3
cme00670,One carbon pool by folate,0.40227538067664875,['CYME_CML194C'],0 1449 66 11
cme00710,Carbon fixation in photosynthetic organisms,0.00732203103760862,"['CYME_CMJ042C', 'CYME_CMF117C', 'CYME_CMI084C', 'CYME_CMI196C', 'CYME_CMM066C']",4 1449 66 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 66 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 66 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 66 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 66 14
cme00770,Pantothenate and CoA biosynthesis,0.42970919491460985,['CYME_CMR121C'],0 1449 66 12
cme00780,Biotin metabolism,1.0,[],-1 1449 66 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 66 5
cme00790,Folate biosynthesis,0.5047839287611792,['CYME_CMF055C'],0 1449 66 15
cme00860,Porphyrin and chlorophyll metabolism,8.83828042844847e-08,"['CYME_CMH209C', 'CYME_CMP083C', 'CYME_CME194C', 'CYME_CME132C', 'CYME_CMJ154C', 'CYME_CMD104C', 'CYME_CMO136C', 'CYME_CMG217C', 'CYME_CMO212C', 'CYME_CMP285C']",9 1449 66 27
cme00900,Terpenoid backbone biosynthesis,0.23033599974468522,"['CYME_CMJ154C', 'CYME_CMM189C']",1 1449 66 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 66 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 66 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 66 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 66 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 66 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 66 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 66 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 66 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 66 7
cme01100,Metabolic pathways,0.18709049274414144,"['CymeCp122', 'CYME_CMO094C', 'CYME_CMK011C', 'CYME_CMF098C', 'CYME_CMB034C', 'CYME_CMH209C', 'CYME_CMJ042C', 'CYME_CMF117C', 'CYME_CMM068C', 'CYME_CML194C', 'CYME_CMP083C', 'CYME_CMS413C', 'CYME_CMT471C', 'CYME_CMN234C', 'CYME_CME194C', 'CYME_CMI084C', 'CYME_CME132C', 'CYME_CMJ154C', 'CYME_CMR121C', 'CYME_CMI281C', 'CYME_CMO250C', 'CYME_CMQ383C', 'CYME_CMD104C', 'CYME_CMF055C', 'CYME_CMQ142C', 'CYME_CMI196C', 'CYME_CMO136C', 'CYME_CMG217C', 'CYME_CMM189C', 'CYME_CMP166C', 'CYME_CMO212C', 'CymeCp107', 'CYME_CMK098C', 'CYME_CMP285C', 'CYME_CMM066C', 'CYME_CMT459C']",35 1449 66 702
cme01110,Biosynthesis of secondary metabolites,0.1255788705614458,"['CYME_CMO094C', 'CYME_CMK011C', 'CYME_CMF098C', 'CYME_CMH209C', 'CYME_CMM068C', 'CYME_CML194C', 'CYME_CMP083C', 'CYME_CMS413C', 'CYME_CME194C', 'CYME_CMI084C', 'CYME_CME132C', 'CYME_CMJ154C', 'CYME_CMR121C', 'CYME_CMQ383C', 'CYME_CMD104C', 'CYME_CMO136C', 'CYME_CMG217C', 'CYME_CMM189C', 'CYME_CMO212C', 'CYME_CMK098C', 'CYME_CMP285C']",20 1449 66 363
cme01200,Carbon metabolism,0.1210594235213204,"['CYME_CMF098C', 'CYME_CMJ042C', 'CYME_CMF117C', 'CYME_CMM068C', 'CYME_CMI084C', 'CYME_CMI196C', 'CYME_CMK098C', 'CYME_CMM066C']",7 1449 66 110
cme01210,2-Oxocarboxylic acid metabolism,0.031251038265878675,"['CYME_CMO094C', 'CYME_CMM068C', 'CYME_CMR121C', 'CYME_CMM066C']",3 1449 66 27
cme01212,Fatty acid metabolism,0.7056300543896739,['CYME_CMT459C'],0 1449 66 26
cme01230,Biosynthesis of amino acids,0.22963066594270365,"['CYME_CMO094C', 'CYME_CMK011C', 'CYME_CMM068C', 'CYME_CMI084C', 'CYME_CMR121C', 'CYME_CMQ383C', 'CYME_CMM066C']",6 1449 66 110
cme01240,Biosynthesis of cofactors,0.12073379865703067,"['CYME_CMP083C', 'CYME_CMS413C', 'CYME_CMT471C', 'CYME_CME194C', 'CYME_CME132C', 'CYME_CMD104C', 'CYME_CMF055C', 'CYME_CMO136C', 'CYME_CMP285C']",8 1449 66 128
