Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00196,Photosynthesis - antenna proteins,1.0,[],-1 1449 52 8
cme00220,Arginine biosynthesis,0.40190442363028833,['CYME_CMM066C'],0 1449 52 14
cme00230,Purine metabolism,1.0,[],-1 1449 52 49
cme00240,Pyrimidine metabolism,1.0,[],-1 1449 52 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.5383393681372566,['CYME_CMM066C'],0 1449 52 21
cme00260,"Glycine, serine and threonine metabolism",0.6817960524302611,['CYME_CMG123C'],0 1449 52 31
cme00261,Monobactam biosynthesis,0.22614223516063023,['CYME_CMG123C'],0 1449 52 7
cme00270,Cysteine and methionine metabolism,0.17044213915092685,"['CYME_CMG123C', 'CYME_CMT533C', 'CYME_CMO012C']",2 1449 52 40
cme00280,"Valine, leucine and isoleucine degradation",0.0008119459892140198,"['CYME_CML080C', 'CYME_CML168C', 'CYME_CMT073C', 'CYME_CMA068C', 'CYME_CMM189C']",4 1449 52 22
cme00290,"Valine, leucine and isoleucine biosynthesis",0.3319767306389963,['CYME_CMO094C'],0 1449 52 11
cme00300,Lysine biosynthesis,0.2540483404113329,['CYME_CMG123C'],0 1449 52 8
cme00310,Lysine degradation,1.0,[],-1 1449 52 9
cme00330,Arginine and proline metabolism,0.4444799208416921,['CYME_CMO012C'],0 1449 52 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 52 2
cme00340,Histidine metabolism,1.0,[],-1 1449 52 11
cme00350,Tyrosine metabolism,0.014622149175528806,"['CYME_CMI106C', 'CYME_CMT533C', 'CYME_CMI063C']",2 1449 52 15
cme00360,Phenylalanine metabolism,0.05648335639511402,"['CYME_CMT533C', 'CYME_CMI063C']",1 1449 52 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 52 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.5713608913501683,['CYME_CMT533C'],0 1449 52 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 52 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 52 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 52 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 52 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 52 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 52 12
cme00480,Glutathione metabolism,0.6441128388921803,['CYME_CMF182C'],0 1449 52 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 52 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 52 23
cme00511,Other glycan degradation,1.0,[],-1 1449 52 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 52 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 52 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 52 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 52 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 52 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 52 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 52 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 52 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 52 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 52 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 52 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 52 10
cme00620,Pyruvate metabolism,0.45004924723341666,"['CymeCp128', 'CYME_CMF012C']",1 1449 52 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.6934650265294783,['CymeCp051'],0 1449 52 32
cme00640,Propanoate metabolism,0.5713608913501683,['CYME_CML168C'],0 1449 52 23
cme00650,Butanoate metabolism,0.04728099715589039,"['CYME_CMA068C', 'CYME_CMM189C']",1 1449 52 10
cme00660,C5-Branched dibasic acid metabolism,0.10391222269466277,['CYME_CMO094C'],0 1449 52 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 52 11
cme00710,Carbon fixation in photosynthetic organisms,0.01595271532402698,"['CYME_CMJ042C', 'CYME_CMI196C', 'CYME_CMT633C', 'CYME_CMM066C']",3 1449 52 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 52 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 52 8
cme00750,Vitamin B6 metabolism,0.22614223516063023,['CYME_CMM155C'],0 1449 52 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 52 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 52 12
cme00780,Biotin metabolism,1.0,[],-1 1449 52 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 52 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 52 15
cme00860,Porphyrin and chlorophyll metabolism,0.0002647472344988401,"['CYME_CMD104C', 'CYME_CMG217C', 'CYME_CMO136C', 'CYME_CMP083C', 'CYME_CME194C', 'CYME_CMP285C']",5 1449 52 27
cme00900,Terpenoid backbone biosynthesis,0.5209055606885358,['CYME_CMM189C'],0 1449 52 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 52 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 52 2
cme00910,Nitrogen metabolism,0.2540483404113329,['CymeCp051'],0 1449 52 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 52 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 52 12
cme00950,Isoquinoline alkaloid biosynthesis,0.19721297292365467,['CYME_CMT533C'],0 1449 52 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",0.22614223516063023,['CYME_CMT533C'],0 1449 52 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 52 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 52 7
cme01100,Metabolic pathways,0.0666842201483729,"['CymeCp122', 'CYME_CMQ087C', 'CYME_CMO094C', 'CYME_CMJ042C', 'CYME_CMI106C', 'CYME_CMF182C', 'CYME_CML080C', 'CYME_CMM155C', 'CYME_CMD104C', 'CYME_CMG217C', 'CYME_CMG123C', 'CymeCp128', 'CymeCp199', 'CYME_CML168C', 'CYME_CMI196C', 'CYME_CMT533C', 'CYME_CMO136C', 'CYME_CMI063C', 'CYME_CMP083C', 'CymeCp107', 'CYME_CMT633C', 'CYME_CMT073C', 'CYME_CMS413C', 'CYME_CMA068C', 'CYME_CMF012C', 'CYME_CME194C', 'CYME_CMP285C', 'CYME_CMM189C', 'CYME_CMM066C', 'CYME_CMO012C', 'CYME_CMT459C']",30 1449 52 702
cme01110,Biosynthesis of secondary metabolites,0.12990263465251584,"['CYME_CMO094C', 'CYME_CML080C', 'CYME_CMD104C', 'CYME_CMG217C', 'CYME_CMG123C', 'CymeCp128', 'CYME_CML168C', 'CYME_CMT533C', 'CYME_CMO136C', 'CYME_CMP083C', 'CYME_CMT633C', 'CYME_CMS413C', 'CYME_CMA068C', 'CYME_CMF012C', 'CYME_CME194C', 'CYME_CMP285C', 'CYME_CMM189C']",16 1449 52 363
cme01200,Carbon metabolism,0.19684432355077927,"['CYME_CMJ042C', 'CymeCp128', 'CYME_CMI196C', 'CYME_CMT633C', 'CYME_CMF012C', 'CYME_CMM066C']",5 1449 52 110
cme01210,2-Oxocarboxylic acid metabolism,0.0695162935908308,"['CYME_CMO094C', 'CYME_CMG123C', 'CYME_CMM066C']",2 1449 52 27
cme01212,Fatty acid metabolism,0.2387772009139776,"['CYME_CML080C', 'CYME_CMT459C']",1 1449 52 26
cme01230,Biosynthesis of amino acids,0.5669289229459558,"['CYME_CMO094C', 'CYME_CMG123C', 'CYME_CMT633C', 'CYME_CMM066C']",3 1449 52 110
cme01240,Biosynthesis of cofactors,0.08100082041706395,"['CYME_CMM155C', 'CYME_CMD104C', 'CYME_CMO136C', 'CYME_CMI063C', 'CYME_CMP083C', 'CYME_CMS413C', 'CYME_CME194C', 'CYME_CMP285C']",7 1449 52 128
