Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 22 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 22 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0,[],-1 1449 22 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 22 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 22 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 22 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 22 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 22 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 22 12
cme00480,Glutathione metabolism,1.0,[],-1 1449 22 28
cme00500,Starch and sucrose metabolism,0.30937117237727635,['CYME_CMO053C'],0 1449 22 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 22 23
cme00511,Other glycan degradation,1.0,[],-1 1449 22 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 22 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 22 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 22 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 22 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 22 9
cme00561,Glycerolipid metabolism,0.03219753496478063,"['CYME_CMA017C', 'CYME_CMR015C']",1 1449 22 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 22 16
cme00564,Glycerophospholipid metabolism,0.06978324248337615,"['CYME_CMD113C', 'CYME_CMA017C']",1 1449 22 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 22 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 22 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 22 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 22 10
cme00620,Pyruvate metabolism,0.13158623276263665,"['CYME_CMC021C', 'CYME_CMT611C']",1 1449 22 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.3903888953148307,['CYME_CMT611C'],0 1449 22 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 22 23
cme00650,Butanoate metabolism,1.0,[],-1 1449 22 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 22 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 22 11
cme00710,Carbon fixation in photosynthetic organisms,0.007786725917083112,"['CYME_CMT611C', 'CYME_CMM167C', 'CYME_CMJ250C']",2 1449 22 28
cme00730,Thiamine metabolism,0.16831198171421632,['CYME_CMT384C'],0 1449 22 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 22 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 22 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 22 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 22 12
cme00780,Biotin metabolism,1.0,[],-1 1449 22 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 22 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 22 15
cme00860,Porphyrin and chlorophyll metabolism,1.0,[],-1 1449 22 27
cme00900,Terpenoid backbone biosynthesis,1.0,[],-1 1449 22 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 22 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,0.030145575725641128,['CYME_CMG178C'],0 1449 22 2
cme00910,Nitrogen metabolism,0.11546531416621651,['CYME_CMG019C'],0 1449 22 8
cme00920,Sulfur metabolism,0.20595457668626174,['CYME_CMG021C'],0 1449 22 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 22 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 22 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 22 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 22 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 22 7
cme01100,Metabolic pathways,0.04864669977522787,"['CYME_CMG064C', 'CYME_CMO053C', 'CYME_CMG019C', 'CYME_CMC021C', 'CYME_CMA017C', 'CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMC149C', 'CYME_CMT611C', 'CYME_CMG178C', 'CYME_CMM167C', 'CYME_CMM196C', 'CYME_CMJ250C', 'CYME_CMR015C', 'CYME_CMG021C']",14 1449 22 702
cme01110,Biosynthesis of secondary metabolites,0.002719473937846486,"['CYME_CMD113C', 'CYME_CMO053C', 'CYME_CMC021C', 'CYME_CMA017C', 'CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMC149C', 'CYME_CMT611C', 'CYME_CMG178C', 'CYME_CMM167C', 'CYME_CMM196C', 'CYME_CMJ250C']",11 1449 22 363
cme01200,Carbon metabolism,0.004559532866366841,"['CYME_CMC021C', 'CYME_CMC149C', 'CYME_CMT611C', 'CYME_CMM167C', 'CYME_CMM196C', 'CYME_CMJ250C']",5 1449 22 110
cme01210,2-Oxocarboxylic acid metabolism,1.0,[],-1 1449 22 27
cme01212,Fatty acid metabolism,1.0,[],-1 1449 22 26
cme01230,Biosynthesis of amino acids,0.02132834165871962,"['CYME_CMC021C', 'CYME_CMC149C', 'CYME_CMM167C', 'CYME_CMM196C', 'CYME_CMJ250C']",4 1449 22 110
cme01240,Biosynthesis of cofactors,0.5925160815777795,"['CYME_CMC021C', 'CYME_CMT384C']",1 1449 22 128
