Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme04141,Protein processing in endoplasmic reticulum,0.06956602264459541,"['CYME_CMP145C', 'CYME_CMK192C', 'CYME_CML030C', 'CYME_CMO226C', 'CYME_CMN200C', 'CYME_CMI213C', 'CYME_CMJ101C']",6 1449 92 58
cme04144,Endocytosis,0.2961318749051305,"['CYME_CMP145C', 'CYME_CMO281C', 'CYME_CMR340C']",2 1449 92 30
cme04145,Phagosome,0.01028037210415205,"['CYME_CMK192C', 'CYME_CMI213C', 'CYME_CMH183C', 'CYME_CMT504C', 'CYME_CMN263C']",4 1449 92 22
cme04146,Peroxisome,1.0,[],-1 1449 92 30
cme04712,Circadian rhythm - plant,1.0,[],-1 1449 92 6
cme00010,Glycolysis / Gluconeogenesis,0.007826305158218905,"['CYME_CMT285C', 'CYME_CMK188C', 'CYME_CMP260C', 'CYME_CMC021C', 'CYME_CMH052C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMM196C']",7 1449 92 47
cme00020,Citrate cycle (TCA cycle),0.243016744913437,"['CYME_CMP193C', 'CYME_CMT412C', 'CYME_CMT611C']",2 1449 92 27
cme00030,Pentose phosphate pathway,0.15256333996661714,"['CYME_CMT285C', 'CYME_CMR014C', 'CYME_CMH052C', 'CYME_CMM196C']",3 1449 92 33
cme00040,Pentose and glucuronate interconversions,0.48215943456527327,['CYME_CMS159C'],0 1449 92 10
cme00051,Fructose and mannose metabolism,0.06462321699099441,"['CYME_CMQ359C', 'CYME_CMH052C', 'CYME_CMM196C']",2 1449 92 15
cme00052,Galactose metabolism,0.02816276774705928,"['CYME_CMT285C', 'CYME_CMS159C', 'CYME_CMM196C']",2 1449 92 11
cme00053,Ascorbate and aldarate metabolism,1.0,[],-1 1449 92 11
cme00061,Fatty acid biosynthesis,1.0,[],-1 1449 92 15
cme00062,Fatty acid elongation,0.36882150845745865,['CYME_CML178C'],0 1449 92 7
cme00071,Fatty acid degradation,1.0,[],-1 1449 92 11
cme00072,Synthesis and degradation of ketone bodies,1.0,[],-1 1449 92 4
cme00100,Steroid biosynthesis,0.0035597088805246102,"['CYME_CMC055C', 'CYME_CMS319C', 'CYME_CMM277C', 'CYME_CMG178C']",3 1449 92 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,1.0,[],-1 1449 92 13
cme00190,Oxidative phosphorylation,0.9889116572375688,['CYME_CMM026C'],0 1449 92 67
cme00195,Photosynthesis,1.0,[],-1 1449 92 50
cme00196,Photosynthesis - antenna proteins,1.0,[],-1 1449 92 8
cme00220,Arginine biosynthesis,0.6025345448541937,['CYME_CMQ064C'],0 1449 92 14
cme00230,Purine metabolism,0.03163024158510266,"['CYME_CMT285C', 'CYME_CMM323C', 'CYME_CMR240C', 'CYME_CMP260C', 'CYME_CMC021C', 'CYME_CMT384C', 'CYME_CML050C']",6 1449 92 49
cme00240,Pyrimidine metabolism,0.020988558114329533,"['CYME_CMM323C', 'CYME_CMP216C', 'CYME_CMQ255C', 'CYME_CML265C', 'CYME_CML050C']",4 1449 92 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.38945884516498336,"['CYME_CMR240C', 'CYME_CMQ255C']",1 1449 92 21
cme00260,"Glycine, serine and threonine metabolism",0.5968481957482028,"['CYME_CMK188C', 'CYME_CMC149C']",1 1449 92 31
cme00261,Monobactam biosynthesis,0.36882150845745865,['CYME_CME179C'],0 1449 92 7
cme00270,Cysteine and methionine metabolism,0.24590108152273654,"['CYME_CMN181C', 'CYME_CMP193C', 'CYME_CMC149C', 'CYME_CMT611C']",3 1449 92 40
cme00280,"Valine, leucine and isoleucine degradation",0.7663801820314098,['CYME_CMN181C'],0 1449 92 22
cme00290,"Valine, leucine and isoleucine biosynthesis",0.515266684059143,['CYME_CMN181C'],0 1449 92 11
cme00300,Lysine biosynthesis,0.40909087130188576,['CYME_CME179C'],0 1449 92 8
cme00310,Lysine degradation,1.0,[],-1 1449 92 9
cme00330,Arginine and proline metabolism,0.27004104256581124,"['CYME_CMF080C', 'CYME_CMQ021C']",1 1449 92 16
cme00332,Carbapenem biosynthesis,0.12299394896069903,['CYME_CMQ021C'],0 1449 92 2
cme00340,Histidine metabolism,0.515266684059143,['CYME_CMF080C'],0 1449 92 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 92 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 92 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 92 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.43502313118147606,"['CYME_CMN228C', 'CYME_CMT165C']",1 1449 92 23
cme00410,beta-Alanine metabolism,0.48215943456527327,['CYME_CMF080C'],0 1449 92 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 92 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 92 2
cme00450,Selenocompound metabolism,1.0,[],-1 1449 92 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 92 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 92 12
cme00480,Glutathione metabolism,0.09673111145478494,"['CYME_CMM323C', 'CYME_CMR014C', 'CYME_CMS309C', 'CYME_CML050C']",3 1449 92 28
cme00500,Starch and sucrose metabolism,0.014998914002224691,"['CYME_CMT285C', 'CYME_CMO053C', 'CYME_CMT204C', 'CYME_CMJ087C', 'CYME_CMS159C']",4 1449 92 24
cme00510,N-Glycan biosynthesis,0.7814418661623694,['CYME_CMO226C'],0 1449 92 23
cme00511,Other glycan degradation,1.0,[],-1 1449 92 3
cme00513,Various types of N-glycan biosynthesis,0.6280166506900978,['CYME_CMO226C'],0 1449 92 15
cme00514,Other types of O-glycan biosynthesis,0.325839701483817,['CYME_CMR221C'],0 1449 92 6
cme00515,Mannose type O-glycan biosynthesis,0.325839701483817,['CYME_CMR221C'],0 1449 92 6
cme00520,Amino sugar and nucleotide sugar metabolism,0.33199685344986946,"['CYME_CMT285C', 'CYME_CMQ359C', 'CYME_CMS159C']",2 1449 92 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 92 9
cme00561,Glycerolipid metabolism,0.7147588517430934,['CYME_CMR015C'],0 1449 92 19
cme00562,Inositol phosphate metabolism,0.27004104256581124,"['CYME_CMF086C', 'CYME_CMR036C']",1 1449 92 16
cme00564,Glycerophospholipid metabolism,0.5597715873921307,"['CYME_CML209C', 'CYME_CMD113C']",1 1449 92 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 92 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 92 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 92 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 92 10
cme00620,Pyruvate metabolism,0.2747016500005373,"['CYME_CMP193C', 'CYME_CMP260C', 'CYME_CMC021C', 'CYME_CMT611C']",3 1449 92 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.6145049519008708,"['CYME_CMP193C', 'CYME_CMT611C']",1 1449 92 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 92 23
cme00650,Butanoate metabolism,1.0,[],-1 1449 92 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 92 3
cme00670,One carbon pool by folate,1.0,[],-1 1449 92 11
cme00710,Carbon fixation in photosynthetic organisms,0.09673111145478494,"['CYME_CMP193C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C']",3 1449 92 28
cme00730,Thiamine metabolism,0.5462788294457871,['CYME_CMT384C'],0 1449 92 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 92 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 92 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 92 14
cme00770,Pantothenate and CoA biosynthesis,0.5462788294457871,['CYME_CMN181C'],0 1449 92 12
cme00780,Biotin metabolism,1.0,[],-1 1449 92 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 92 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 92 15
cme00860,Porphyrin and chlorophyll metabolism,1.0,[],-1 1449 92 27
cme00900,Terpenoid backbone biosynthesis,1.0,[],-1 1449 92 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 92 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,0.12299394896069903,['CYME_CMG178C'],0 1449 92 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 92 8
cme00920,Sulfur metabolism,0.24578506316270612,"['CYME_CMR440C', 'CYME_CMG021C']",1 1449 92 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 92 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 92 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 92 7
cme00966,Glucosinolate biosynthesis,0.17875383610354112,['CYME_CMN181C'],0 1449 92 3
cme01040,Biosynthesis of unsaturated fatty acids,0.06794885963974365,"['CYME_CMJ201C', 'CYME_CML178C']",1 1449 92 7
cme01100,Metabolic pathways,0.42036595032518365,"['CYME_CMT285C', 'CYME_CMO053C', 'CYME_CMN181C', 'CYME_CMT204C', 'CYME_CMP193C', 'CYME_CME179C', 'CYME_CMM323C', 'CYME_CMP216C', 'CYME_CMF080C', 'CYME_CMC055C', 'CYME_CMO226C', 'CYME_CMT412C', 'CYME_CMR240C', 'CYME_CMQ359C', 'CYME_CMK188C', 'CYME_CMJ087C', 'CYME_CMQ255C', 'CYME_CMP260C', 'CYME_CMQ021C', 'CYME_CML265C', 'CYME_CMS319C', 'CYME_CMR014C', 'CYME_CMS159C', 'CYME_CMF086C', 'CYME_CMN228C', 'CYME_CMQ064C', 'CYME_CMR440C', 'CYME_CMC149C', 'CYME_CMJ201C', 'CYME_CMM277C', 'CYME_CMR036C', 'CYME_CMR221C', 'CYME_CMS309C', 'CYME_CML178C', 'CYME_CMC021C', 'CYME_CMT165C', 'CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMG178C', 'CYME_CML050C', 'CYME_CMM167C', 'CYME_CMG021C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMR015C', 'CYME_CMM196C']",45 1449 92 702
cme01110,Biosynthesis of secondary metabolites,0.00300297655402864,"['CYME_CMT285C', 'CYME_CMO053C', 'CYME_CMN181C', 'CYME_CML209C', 'CYME_CMT204C', 'CYME_CMP193C', 'CYME_CME179C', 'CYME_CMC055C', 'CYME_CMD113C', 'CYME_CMT412C', 'CYME_CMR240C', 'CYME_CMQ359C', 'CYME_CMK188C', 'CYME_CMJ087C', 'CYME_CMP260C', 'CYME_CMQ021C', 'CYME_CMS319C', 'CYME_CMR014C', 'CYME_CMS159C', 'CYME_CMF086C', 'CYME_CMN228C', 'CYME_CMQ064C', 'CYME_CMC149C', 'CYME_CMM277C', 'CYME_CMR036C', 'CYME_CML178C', 'CYME_CMC021C', 'CYME_CMT165C', 'CYME_CMH052C', 'CYME_CMT384C', 'CYME_CMG178C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMM196C']",34 1449 92 363
cme01200,Carbon metabolism,0.08208402938675544,"['CYME_CMP193C', 'CYME_CMT412C', 'CYME_CMK188C', 'CYME_CMP260C', 'CYME_CMR014C', 'CYME_CMC149C', 'CYME_CMC021C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMT611C', 'CYME_CMM196C']",10 1449 92 110
cme01210,2-Oxocarboxylic acid metabolism,0.243016744913437,"['CYME_CMN181C', 'CYME_CMT412C', 'CYME_CMQ064C']",2 1449 92 27
cme01212,Fatty acid metabolism,0.49982930142974197,"['CYME_CMJ201C', 'CYME_CML178C']",1 1449 92 26
cme01230,Biosynthesis of amino acids,0.007411605325932781,"['CYME_CMN181C', 'CYME_CME179C', 'CYME_CMT412C', 'CYME_CMK188C', 'CYME_CMP260C', 'CYME_CMQ021C', 'CYME_CMN228C', 'CYME_CMQ064C', 'CYME_CMC149C', 'CYME_CMC021C', 'CYME_CMT165C', 'CYME_CMM167C', 'CYME_CMJ250C', 'CYME_CMM196C']",13 1449 92 110
cme01240,Biosynthesis of cofactors,0.5767433512059934,"['CYME_CMN181C', 'CYME_CMP216C', 'CYME_CMQ359C', 'CYME_CMQ255C', 'CYME_CMP260C', 'CYME_CMS159C', 'CYME_CMC021C', 'CYME_CMT384C']",7 1449 92 128
