Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00020,Citrate cycle (TCA cycle),0.1789615317329278,"['CYME_CMN017C', 'CYME_CMT216C', 'CYME_CMP193C']",2 1449 79 27
cme00030,Pentose phosphate pathway,0.10076852092410443,"['CYME_CMQ067C', 'CYME_CMT633C', 'CYME_CMM196C', 'CYME_CMI162C']",3 1449 79 33
cme00040,Pentose and glucuronate interconversions,0.43017623124207205,['CYME_CMT633C'],0 1449 79 10
cme00051,Fructose and mannose metabolism,0.04415955611789711,"['CYME_CMQ172C', 'CYME_CMM196C', 'CYME_CMI162C']",2 1449 79 15
cme00052,Galactose metabolism,0.002016700352757499,"['CYME_CMQ067C', 'CYME_CMM196C', 'CYME_CMP078C', 'CYME_CMI162C']",3 1449 79 11
cme00053,Ascorbate and aldarate metabolism,1.0,[],-1 1449 79 11
cme00061,Fatty acid biosynthesis,0.19517692511513662,"['CYME_CMS299C', 'CYME_CMT459C']",1 1449 79 15
cme00062,Fatty acid elongation,1.0,[],-1 1449 79 7
cme00071,Fatty acid degradation,0.46145912056326766,['CYME_CMT459C'],0 1449 79 11
cme00072,Synthesis and degradation of ketone bodies,1.0,[],-1 1449 79 4
cme00100,Steroid biosynthesis,1.0,[],-1 1449 79 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.5190252830751106,['CYME_CMS413C'],0 1449 79 13
cme00190,Oxidative phosphorylation,0.502890500572268,"['CYME_CMJ185C', 'CYME_CMR188C', 'CYME_CMJ212C', 'CYME_CMR255C']",3 1449 79 67
cme00195,Photosynthesis,0.5206400995528825,"['CYME_CMI290C', 'CYME_CMI248C', 'CYME_CMR052C']",2 1449 79 50
cme00196,Photosynthesis - antenna proteins,1.0,[],-1 1449 79 8
cme00220,Arginine biosynthesis,0.1750412759152384,"['CYME_CMQ064C', 'CYME_CMT305C']",1 1449 79 14
cme00230,Purine metabolism,0.12381854666321321,"['CYME_CMQ067C', 'CYME_CME023C', 'CYME_CMQ279C', 'CYME_CML194C', 'CYME_CMT384C']",4 1449 79 49
cme00240,Pyrimidine metabolism,0.41936949112447347,"['CYME_CMQ279C', 'CYME_CML055C']",1 1449 79 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.3190438151907836,"['CYME_CMT305C', 'CYME_CML055C']",1 1449 79 21
cme00260,"Glycine, serine and threonine metabolism",0.023564039911961213,"['CYME_CMN129C', 'CYME_CMG086C', 'CYME_CMR237C', 'CYME_CMF098C', 'CYME_CMO139C']",4 1449 79 31
cme00261,Monobactam biosynthesis,0.0515619956995148,"['CYME_CMN258C', 'CYME_CMN129C']",1 1449 79 7
cme00270,Cysteine and methionine metabolism,0.652852579564183,"['CYME_CMP193C', 'CYME_CMN129C']",1 1449 79 40
cme00280,"Valine, leucine and isoleucine degradation",0.7113879286573291,['CYME_CMC009C'],0 1449 79 22
cme00290,"Valine, leucine and isoleucine biosynthesis",0.46145912056326766,['CYME_CMR121C'],0 1449 79 11
cme00300,Lysine biosynthesis,0.0663613002928589,"['CYME_CMN258C', 'CYME_CMN129C']",1 1449 79 8
cme00310,Lysine degradation,1.0,[],-1 1449 79 9
cme00330,Arginine and proline metabolism,0.5941686546117043,['CYME_CMH137C'],0 1449 79 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 79 2
cme00340,Histidine metabolism,1.0,[],-1 1449 79 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 79 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 79 11
cme00380,Tryptophan metabolism,0.5190252830751106,['CYME_CMK299C'],0 1449 79 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.7273657518084488,['CYME_CML204C'],0 1449 79 23
cme00410,beta-Alanine metabolism,0.43017623124207205,['CYME_CMC009C'],0 1449 79 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 79 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 79 2
cme00450,Selenocompound metabolism,0.4910451633132123,['CYME_CMI298C'],0 1449 79 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 79 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 79 12
cme00480,Glutathione metabolism,0.4574929967383,"['CYME_CMT216C', 'CYME_CMI185C']",1 1449 79 28
cme00500,Starch and sucrose metabolism,0.7424696126834373,['CYME_CMQ067C'],0 1449 79 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 79 23
cme00511,Other glycan degradation,0.1549067473974818,['CYME_CMP078C'],0 1449 79 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 79 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 79 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 79 6
cme00520,Amino sugar and nucleotide sugar metabolism,0.8370075916212337,['CYME_CMQ067C'],0 1449 79 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 79 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 79 19
cme00562,Inositol phosphate metabolism,0.5941686546117043,['CYME_CMQ172C'],0 1449 79 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 79 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 79 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 79 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 79 3
cme00600,Sphingolipid metabolism,0.43017623124207205,['CYME_CMP078C'],0 1449 79 10
cme00620,Pyruvate metabolism,0.006278036278455811,"['CYME_CMN017C', 'CYME_CMP193C', 'CYME_CMD108C', 'CYME_CMR395C', 'CYME_CMK098C', 'CYME_CMS299C', 'CYME_CME095C']",6 1449 79 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.02676249094416186,"['CYME_CMP193C', 'CYME_CMG086C', 'CYME_CMF098C', 'CYME_CMK098C', 'CYME_CMQ436C']",4 1449 79 32
cme00640,Propanoate metabolism,0.1261424153016632,"['CYME_CMC009C', 'CYME_CMK098C', 'CYME_CMS299C']",2 1449 79 23
cme00650,Butanoate metabolism,1.0,[],-1 1449 79 10
cme00660,C5-Branched dibasic acid metabolism,1.0,[],-1 1449 79 3
cme00670,One carbon pool by folate,0.11734733803948812,"['CYME_CMG086C', 'CYME_CML194C']",1 1449 79 11
cme00710,Carbon fixation in photosynthetic organisms,0.0005129618158793767,"['CYME_CMT633C', 'CYME_CMP193C', 'CYME_CMQ172C', 'CYME_CMJ042C', 'CYME_CMF117C', 'CYME_CMI196C', 'CYME_CME095C']",6 1449 79 28
cme00730,Thiamine metabolism,0.4910451633132123,['CYME_CMT384C'],0 1449 79 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 79 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 79 7
cme00760,Nicotinate and nicotinamide metabolism,0.5454855913183921,['CYME_CMQ279C'],0 1449 79 14
cme00770,Pantothenate and CoA biosynthesis,0.4910451633132123,['CYME_CMR121C'],0 1449 79 12
cme00780,Biotin metabolism,1.0,[],-1 1449 79 9
cme00785,Lipoic acid metabolism,0.001442161408084113,"['CYME_CML014C', 'CYME_CMR277C', 'CYME_CMQ023C']",2 1449 79 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 79 15
cme00860,Porphyrin and chlorophyll metabolism,5.231161857306642e-05,"['CYME_CMD104C', 'CYME_CMJ054C', 'CYME_CMG217C', 'CYME_CMO212C', 'CYME_CMN338C', 'CYME_CMJ154C', 'CYME_CME194C', 'CYME_CMP285C']",7 1449 79 27
cme00900,Terpenoid backbone biosynthesis,0.6766080464961981,['CYME_CMJ154C'],0 1449 79 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 79 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 79 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 79 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 79 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 79 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 79 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 79 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 79 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 79 7
cme01100,Metabolic pathways,7.495383797650089e-05,"['CYME_CMN017C', 'CYME_CMQ067C', 'CYME_CMT216C', 'CYME_CML204C', 'CYME_CMJ185C', 'CYME_CMT633C', 'CYME_CME023C', 'CYME_CMP193C', 'CYME_CMR188C', 'CYME_CMQ172C', 'CYME_CMQ397C', 'CYME_CMN258C', 'CYME_CMH137C', 'CYME_CML014C', 'CYME_CMR277C', 'CYME_CMK299C', 'CYME_CMJ042C', 'CYME_CMQ023C', 'CYME_CMN129C', 'CYME_CMQ279C', 'CYME_CMJ212C', 'CYME_CMG086C', 'CYME_CMM196C', 'CYME_CMR237C', 'CYME_CMD104C', 'CYME_CMD108C', 'CYME_CMI185C', 'CYME_CMQ064C', 'CYME_CMR395C', 'CYME_CMR052C', 'CYME_CMR121C', 'CYME_CMF098C', 'CYME_CMF117C', 'CYME_CMP078C', 'CYME_CMO139C', 'CYME_CMJ054C', 'CYME_CMI196C', 'CYME_CMT305C', 'CYME_CML194C', 'CYME_CMC009C', 'CYME_CMK098C', 'CYME_CMG217C', 'CYME_CMI162C', 'CYME_CMT384C', 'CYME_CMO212C', 'CYME_CMS413C', 'CYME_CMS299C', 'CYME_CME095C', 'CYME_CML055C', 'CYME_CMN338C', 'CYME_CMT459C', 'CYME_CMJ154C', 'CYME_CME194C', 'CYME_CMQ436C', 'CYME_CMP285C']",54 1449 79 702
cme01110,Biosynthesis of secondary metabolites,0.0002463648320271301,"['CYME_CMN017C', 'CYME_CMQ067C', 'CYME_CMT216C', 'CYME_CML204C', 'CYME_CMT633C', 'CYME_CME023C', 'CYME_CMP193C', 'CYME_CMQ172C', 'CYME_CMN258C', 'CYME_CMH137C', 'CYME_CMK299C', 'CYME_CMN129C', 'CYME_CMQ279C', 'CYME_CMG086C', 'CYME_CMM196C', 'CYME_CMD104C', 'CYME_CMQ064C', 'CYME_CMR121C', 'CYME_CMF098C', 'CYME_CMJ054C', 'CYME_CMT305C', 'CYME_CML194C', 'CYME_CMK098C', 'CYME_CMG217C', 'CYME_CMI162C', 'CYME_CMT384C', 'CYME_CMO212C', 'CYME_CMS413C', 'CYME_CMS299C', 'CYME_CMN338C', 'CYME_CMJ154C', 'CYME_CME194C', 'CYME_CMQ436C', 'CYME_CMP285C']",33 1449 79 363
cme01200,Carbon metabolism,1.0100066837844592e-05,"['CYME_CMN017C', 'CYME_CMT216C', 'CYME_CMT633C', 'CYME_CMP193C', 'CYME_CMQ172C', 'CYME_CMQ397C', 'CYME_CMJ042C', 'CYME_CMG086C', 'CYME_CMM196C', 'CYME_CMF098C', 'CYME_CMF117C', 'CYME_CMI196C', 'CYME_CMC009C', 'CYME_CMK098C', 'CYME_CMI162C', 'CYME_CMS299C', 'CYME_CME095C', 'CYME_CMQ436C']",17 1449 79 110
cme01210,2-Oxocarboxylic acid metabolism,0.1789615317329278,"['CYME_CMT216C', 'CYME_CMQ064C', 'CYME_CMR121C']",2 1449 79 27
cme01212,Fatty acid metabolism,0.41936949112447347,"['CYME_CMS299C', 'CYME_CMT459C']",1 1449 79 26
cme01230,Biosynthesis of amino acids,0.01325603696685201,"['CYME_CMT216C', 'CYME_CML204C', 'CYME_CMT633C', 'CYME_CMQ172C', 'CYME_CMN258C', 'CYME_CMH137C', 'CYME_CMN129C', 'CYME_CMM196C', 'CYME_CMQ064C', 'CYME_CMR121C', 'CYME_CMT305C', 'CYME_CMI162C']",11 1449 79 110
cme01240,Biosynthesis of cofactors,0.15168297593978458,"['CYME_CML014C', 'CYME_CMR277C', 'CYME_CMQ023C', 'CYME_CMD104C', 'CYME_CMJ054C', 'CYME_CMT384C', 'CYME_CMS413C', 'CYME_CML055C', 'CYME_CME194C', 'CYME_CMP285C']",9 1449 79 128
